,strain,gene,genotype,growth_rate
140168,seg_44D,gene_2226,Wild isolate,7.27039187893719
140169,seg_44D,gene_2239,Wild isolate,7.27039187893719
140170,seg_44D,gene_2253,Wild isolate,7.27039187893719
140171,seg_44D,gene_2266,Wild isolate,7.27039187893719
140172,seg_44D,gene_2279,Wild isolate,7.27039187893719
140173,seg_44D,gene_2293,Wild isolate,7.27039187893719
140174,seg_44D,gene_2306,Wild isolate,7.27039187893719
140175,seg_44D,gene_2319,Wild isolate,7.27039187893719
140176,seg_44D,gene_2333,Wild isolate,7.27039187893719
140177,seg_44D,gene_2346,Wild isolate,7.27039187893719
140178,seg_44D,gene_2359,Wild isolate,7.27039187893719
140179,seg_44D,gene_2373,Wild isolate,7.27039187893719
140180,seg_44D,gene_2386,Wild isolate,7.27039187893719
140181,seg_44D,gene_2399,Wild isolate,7.27039187893719
140182,seg_44D,gene_2413,Wild isolate,7.27039187893719
140183,seg_44D,gene_2426,Wild isolate,7.27039187893719
140184,seg_44D,gene_2439,Wild isolate,7.27039187893719
140185,seg_44D,gene_2453,Wild isolate,7.27039187893719
140186,seg_44D,gene_2466,Wild isolate,7.27039187893719
140187,seg_44D,gene_2479,Wild isolate,7.27039187893719
140188,seg_44D,gene_2493,Wild isolate,7.27039187893719
140189,seg_44D,gene_2506,Wild isolate,7.27039187893719
140190,seg_44D,gene_2519,Wild isolate,7.27039187893719
140191,seg_44D,gene_2533,Wild isolate,7.27039187893719
140192,seg_44D,gene_2546,Lab strain,7.27039187893719
140193,seg_44D,gene_2559,Lab strain,7.27039187893719
140194,seg_44D,gene_2572,Lab strain,7.27039187893719
140195,seg_44D,gene_2586,Lab strain,7.27039187893719
140196,seg_44D,gene_2599,Lab strain,7.27039187893719
140197,seg_44D,gene_2612,Lab strain,7.27039187893719
140198,seg_44D,gene_2626,Lab strain,7.27039187893719
140199,seg_44D,gene_2639,Lab strain,7.27039187893719
140200,seg_44D,gene_2652,Wild isolate,7.27039187893719
140201,seg_44D,gene_2666,Wild isolate,7.27039187893719
140202,seg_44D,gene_2679,Wild isolate,7.27039187893719
140203,seg_44D,gene_2692,Wild isolate,7.27039187893719
140204,seg_44D,gene_2706,Wild isolate,7.27039187893719
140205,seg_44D,gene_2719,Wild isolate,7.27039187893719
140206,seg_44D,gene_2732,Wild isolate,7.27039187893719
140207,seg_44D,gene_2746,Wild isolate,7.27039187893719
140208,seg_44D,gene_2759,Wild isolate,7.27039187893719
140209,seg_44D,gene_2772,Wild isolate,7.27039187893719
140210,seg_44D,gene_2786,Wild isolate,7.27039187893719
140211,seg_44D,gene_2799,Wild isolate,7.27039187893719
140212,seg_44D,gene_2812,Wild isolate,7.27039187893719
140213,seg_44D,gene_2826,Wild isolate,7.27039187893719
140214,seg_44D,gene_2839,Wild isolate,7.27039187893719
140215,seg_44D,gene_2852,Wild isolate,7.27039187893719
140216,seg_44D,gene_2866,Wild isolate,7.27039187893719
140217,seg_44D,gene_2879,Lab strain,7.27039187893719
140218,seg_44D,gene_2892,Lab strain,7.27039187893719
140219,seg_44D,gene_2906,Lab strain,7.27039187893719
140220,seg_44D,gene_2919,Lab strain,7.27039187893719
140221,seg_44D,gene_2932,Lab strain,7.27039187893719
140222,seg_44D,gene_2946,Lab strain,7.27039187893719
140223,seg_44D,gene_2959,Lab strain,7.27039187893719
140224,seg_44D,gene_2972,Lab strain,7.27039187893719
140225,seg_44D,gene_2986,Lab strain,7.27039187893719
140226,seg_44D,gene_2999,Lab strain,7.27039187893719
140227,seg_44D,gene_3012,Lab strain,7.27039187893719
140228,seg_44D,gene_3026,Lab strain,7.27039187893719
140229,seg_44D,gene_3039,Lab strain,7.27039187893719
140230,seg_44D,gene_3052,Wild isolate,7.27039187893719
140231,seg_44D,gene_3066,Lab strain,7.27039187893719
140232,seg_44D,gene_3079,Lab strain,7.27039187893719
140233,seg_44D,gene_3092,Lab strain,7.27039187893719
140234,seg_44D,gene_3106,Lab strain,7.27039187893719
140235,seg_44D,gene_3119,Lab strain,7.27039187893719
140236,seg_44D,gene_3132,Lab strain,7.27039187893719
140237,seg_44D,gene_3146,Lab strain,7.27039187893719
140238,seg_44D,gene_3159,Lab strain,7.27039187893719
140239,seg_44D,gene_3172,Lab strain,7.27039187893719
140240,seg_44D,gene_3185,Lab strain,7.27039187893719
140241,seg_44D,gene_3199,Wild isolate,7.27039187893719
140242,seg_44D,gene_3212,Wild isolate,7.27039187893719
140243,seg_44D,gene_3225,Wild isolate,7.27039187893719
140244,seg_44D,gene_3239,Wild isolate,7.27039187893719
140245,seg_44D,gene_3252,Wild isolate,7.27039187893719
140246,seg_44D,gene_3265,Wild isolate,7.27039187893719
140247,seg_44D,gene_3279,Wild isolate,7.27039187893719
140248,seg_44D,gene_3292,Wild isolate,7.27039187893719
140249,seg_44D,gene_3305,Wild isolate,7.27039187893719
140250,seg_44D,gene_3319,Wild isolate,7.27039187893719
140251,seg_44D,gene_3332,Wild isolate,7.27039187893719
140252,seg_44D,gene_3345,Wild isolate,7.27039187893719
140253,seg_44D,gene_3359,Wild isolate,7.27039187893719
140254,seg_44D,gene_3372,Wild isolate,7.27039187893719
140255,seg_44D,gene_3385,Wild isolate,7.27039187893719
140256,seg_44D,gene_3399,Wild isolate,7.27039187893719
140257,seg_44D,gene_3412,Wild isolate,7.27039187893719
140258,seg_44D,gene_3425,Wild isolate,7.27039187893719
140259,seg_44D,gene_3439,Wild isolate,7.27039187893719
140260,seg_44D,gene_3452,Wild isolate,7.27039187893719
140261,seg_44D,gene_3465,Wild isolate,7.27039187893719
140262,seg_44D,gene_3479,Lab strain,7.27039187893719
140263,seg_44D,gene_3492,Lab strain,7.27039187893719
140264,seg_44D,gene_3505,Lab strain,7.27039187893719
140265,seg_44D,gene_3519,Lab strain,7.27039187893719
140266,seg_44D,gene_3532,Lab strain,7.27039187893719
140267,seg_44D,gene_3545,Lab strain,7.27039187893719
140268,seg_44D,gene_3559,Lab strain,7.27039187893719
140269,seg_44D,gene_3572,Lab strain,7.27039187893719
140270,seg_44D,gene_3585,Lab strain,7.27039187893719
140271,seg_44D,gene_3599,Lab strain,7.27039187893719
140272,seg_44D,gene_3612,Lab strain,7.27039187893719
140273,seg_44D,gene_3625,Lab strain,7.27039187893719
140274,seg_44D,gene_3639,Lab strain,7.27039187893719
140275,seg_44D,gene_3652,Lab strain,7.27039187893719
140276,seg_44D,gene_3665,Lab strain,7.27039187893719
140277,seg_44D,gene_3679,Lab strain,7.27039187893719
140278,seg_44D,gene_3692,Wild isolate,7.27039187893719
140279,seg_44D,gene_3705,Wild isolate,7.27039187893719
140280,seg_44D,gene_3719,Wild isolate,7.27039187893719
140281,seg_44D,gene_3732,Wild isolate,7.27039187893719
140282,seg_44D,gene_3745,Wild isolate,7.27039187893719
140283,seg_44D,gene_3759,Wild isolate,7.27039187893719
140284,seg_44D,gene_3772,Wild isolate,7.27039187893719
140285,seg_44D,gene_3785,Wild isolate,7.27039187893719
140286,seg_44D,gene_3799,Wild isolate,7.27039187893719
140287,seg_44D,gene_3812,Wild isolate,7.27039187893719
140288,seg_44D,gene_3825,Wild isolate,7.27039187893719
140289,seg_44D,gene_3838,Wild isolate,7.27039187893719
140290,seg_44D,gene_3852,Wild isolate,7.27039187893719
140291,seg_44D,gene_3865,Wild isolate,7.27039187893719
140292,seg_44D,gene_3878,Wild isolate,7.27039187893719
140293,seg_44D,gene_3892,Wild isolate,7.27039187893719
140294,seg_44D,gene_3905,Wild isolate,7.27039187893719
140295,seg_44D,gene_3918,Wild isolate,7.27039187893719
140296,seg_44D,gene_3932,Wild isolate,7.27039187893719
140297,seg_44D,gene_3945,Wild isolate,7.27039187893719
140298,seg_44D,gene_3958,Wild isolate,7.27039187893719
140299,seg_44D,gene_3972,Lab strain,7.27039187893719
140300,seg_44D,gene_3985,Lab strain,7.27039187893719
140301,seg_44D,gene_3998,Lab strain,7.27039187893719
140302,seg_44D,gene_4012,Wild isolate,7.27039187893719
140303,seg_44D,gene_4025,Wild isolate,7.27039187893719
140304,seg_44D,gene_4038,Wild isolate,7.27039187893719
140305,seg_44D,gene_4052,Wild isolate,7.27039187893719
140306,seg_44D,gene_4065,Wild isolate,7.27039187893719
140307,seg_44D,gene_4078,Wild isolate,7.27039187893719
140308,seg_44D,gene_4092,Wild isolate,7.27039187893719
140309,seg_44D,gene_4105,Wild isolate,7.27039187893719
140310,seg_44D,gene_4118,Wild isolate,7.27039187893719
140311,seg_44D,gene_4132,Wild isolate,7.27039187893719
140312,seg_44D,gene_4145,Wild isolate,7.27039187893719
140313,seg_44D,gene_4158,Wild isolate,7.27039187893719
140314,seg_44D,gene_4172,Wild isolate,7.27039187893719
140315,seg_44D,gene_4185,Wild isolate,7.27039187893719
140316,seg_44D,gene_4198,Wild isolate,7.27039187893719
140317,seg_44D,gene_4212,Wild isolate,7.27039187893719
140318,seg_44D,gene_4225,Wild isolate,7.27039187893719
140319,seg_44D,gene_4238,Wild isolate,7.27039187893719
140320,seg_44D,gene_4252,Lab strain,7.27039187893719
140321,seg_44D,gene_4265,Lab strain,7.27039187893719
140322,seg_44D,gene_4278,Lab strain,7.27039187893719
140323,seg_44D,gene_4292,Wild isolate,7.27039187893719
140324,seg_44D,gene_4305,Lab strain,7.27039187893719
140325,seg_44D,gene_4318,Lab strain,7.27039187893719
140326,seg_44D,gene_4332,Lab strain,7.27039187893719
140327,seg_44D,gene_4345,Lab strain,7.27039187893719
140328,seg_44D,gene_4358,Lab strain,7.27039187893719
140329,seg_44D,gene_4372,Lab strain,7.27039187893719
140330,seg_44D,gene_4385,Lab strain,7.27039187893719
140331,seg_44D,gene_4398,Lab strain,7.27039187893719
140332,seg_44D,gene_4412,Lab strain,7.27039187893719
140333,seg_44D,gene_4425,Lab strain,7.27039187893719
140334,seg_44D,gene_4438,Lab strain,7.27039187893719
140335,seg_44D,gene_4451,Lab strain,7.27039187893719
140336,seg_44D,gene_4465,Wild isolate,7.27039187893719
140337,seg_44D,gene_4478,Wild isolate,7.27039187893719
140338,seg_44D,gene_4491,Wild isolate,7.27039187893719
140339,seg_44D,gene_4505,Wild isolate,7.27039187893719
140340,seg_44D,gene_4518,Lab strain,7.27039187893719
140341,seg_44D,gene_4531,Lab strain,7.27039187893719
140342,seg_44D,gene_4545,Lab strain,7.27039187893719
140343,seg_44D,gene_4558,Lab strain,7.27039187893719
140344,seg_44D,gene_4571,Lab strain,7.27039187893719
140345,seg_44D,gene_4585,Lab strain,7.27039187893719
140346,seg_44D,gene_4598,Lab strain,7.27039187893719
140347,seg_44D,gene_4611,Lab strain,7.27039187893719
140348,seg_44D,gene_4625,Lab strain,7.27039187893719
140349,seg_44D,gene_4638,Lab strain,7.27039187893719
140350,seg_44D,gene_4651,Lab strain,7.27039187893719
140351,seg_44D,gene_4665,Lab strain,7.27039187893719
140352,seg_44D,gene_4678,Lab strain,7.27039187893719
140353,seg_44D,gene_4691,Lab strain,7.27039187893719
140354,seg_44D,gene_4705,Lab strain,7.27039187893719
140355,seg_44D,gene_4718,Lab strain,7.27039187893719
140356,seg_44D,gene_4731,Lab strain,7.27039187893719
140357,seg_44D,gene_4745,Lab strain,7.27039187893719
140358,seg_44D,gene_4758,Lab strain,7.27039187893719
140359,seg_44D,gene_4771,Lab strain,7.27039187893719
140360,seg_44D,gene_4785,Lab strain,7.27039187893719
140361,seg_44D,gene_4798,Lab strain,7.27039187893719
140362,seg_44D,gene_4811,Lab strain,7.27039187893719
140363,seg_44D,gene_4825,Lab strain,7.27039187893719
140364,seg_44D,gene_4838,Lab strain,7.27039187893719
140365,seg_44D,gene_4851,Lab strain,7.27039187893719
140366,seg_44D,gene_4865,Lab strain,7.27039187893719
140367,seg_44D,gene_4878,Lab strain,7.27039187893719
140368,seg_44D,gene_4891,Lab strain,7.27039187893719
140369,seg_44D,gene_4905,Lab strain,7.27039187893719
140370,seg_44D,gene_4918,Lab strain,7.27039187893719
140371,seg_44D,gene_4931,Lab strain,7.27039187893719
140372,seg_44D,gene_4945,Lab strain,7.27039187893719
140373,seg_44D,gene_4958,Lab strain,7.27039187893719
140374,seg_44D,gene_4971,Lab strain,7.27039187893719
140375,seg_44D,gene_4985,Lab strain,7.27039187893719
140376,seg_44D,gene_4998,Lab strain,7.27039187893719
140377,seg_44D,gene_5011,Lab strain,7.27039187893719
140378,seg_44D,gene_5025,Lab strain,7.27039187893719
140379,seg_44D,gene_5038,Lab strain,7.27039187893719
140380,seg_44D,gene_5051,Lab strain,7.27039187893719
140381,seg_44D,gene_5065,Lab strain,7.27039187893719
140382,seg_44D,gene_5078,Lab strain,7.27039187893719
140383,seg_44D,gene_5091,Lab strain,7.27039187893719
140384,seg_44D,gene_5104,Lab strain,7.27039187893719
140385,seg_44D,gene_5118,Lab strain,7.27039187893719
140386,seg_44D,gene_5131,Lab strain,7.27039187893719
140387,seg_44D,gene_5144,Lab strain,7.27039187893719
140388,seg_44D,gene_5158,Lab strain,7.27039187893719
140389,seg_44D,gene_5171,Lab strain,7.27039187893719
140390,seg_44D,gene_5184,Wild isolate,7.27039187893719
140391,seg_44D,gene_5198,Wild isolate,7.27039187893719
140392,seg_44D,gene_5211,Wild isolate,7.27039187893719
140393,seg_44D,gene_5224,Wild isolate,7.27039187893719
140394,seg_44D,gene_5238,Wild isolate,7.27039187893719
140395,seg_44D,gene_5251,Wild isolate,7.27039187893719
140396,seg_44D,gene_5264,Wild isolate,7.27039187893719
140397,seg_44D,gene_5278,Wild isolate,7.27039187893719
140398,seg_44D,gene_5291,Wild isolate,7.27039187893719
140399,seg_44D,gene_5304,Wild isolate,7.27039187893719
140400,seg_44D,gene_5318,Wild isolate,7.27039187893719
140401,seg_44D,gene_5331,Wild isolate,7.27039187893719
140402,seg_44D,gene_5344,Wild isolate,7.27039187893719
140403,seg_44D,gene_5358,Wild isolate,7.27039187893719
140404,seg_44D,gene_5371,Wild isolate,7.27039187893719
140405,seg_44D,gene_5384,Wild isolate,7.27039187893719
140406,seg_44D,gene_5398,Wild isolate,7.27039187893719
140407,seg_44D,gene_5411,Wild isolate,7.27039187893719
140408,seg_44D,gene_5424,Wild isolate,7.27039187893719
140409,seg_44D,gene_5438,Wild isolate,7.27039187893719
140410,seg_44D,gene_5451,Wild isolate,7.27039187893719
140411,seg_44D,gene_5464,Wild isolate,7.27039187893719
140412,seg_44D,gene_5478,Wild isolate,7.27039187893719
140413,seg_44D,gene_5491,Lab strain,7.27039187893719
140414,seg_44D,gene_5504,Lab strain,7.27039187893719
140415,seg_44D,gene_5518,Lab strain,7.27039187893719
140416,seg_44D,gene_5531,Lab strain,7.27039187893719
140417,seg_44D,gene_5544,Lab strain,7.27039187893719
140418,seg_44D,gene_5558,Lab strain,7.27039187893719
140419,seg_44D,gene_5571,Lab strain,7.27039187893719
140420,seg_44D,gene_5584,Lab strain,7.27039187893719
140421,seg_44D,gene_5598,Lab strain,7.27039187893719
140422,seg_44D,gene_5611,Lab strain,7.27039187893719
140423,seg_44D,gene_5624,Lab strain,7.27039187893719
140424,seg_44D,gene_5638,Lab strain,7.27039187893719
140425,seg_44D,gene_5651,Lab strain,7.27039187893719
140426,seg_44D,gene_5664,Lab strain,7.27039187893719
140427,seg_44D,gene_5678,Lab strain,7.27039187893719
140428,seg_44D,gene_5691,Lab strain,7.27039187893719
140429,seg_44D,gene_5704,Lab strain,7.27039187893719
140430,seg_44D,gene_5717,Lab strain,7.27039187893719
140431,seg_44D,gene_5731,Lab strain,7.27039187893719
140432,seg_44D,gene_5744,Lab strain,7.27039187893719
140433,seg_44D,gene_5757,Lab strain,7.27039187893719
140434,seg_44D,gene_5771,Wild isolate,7.27039187893719
140435,seg_44D,gene_5784,Wild isolate,7.27039187893719
140436,seg_44D,gene_5797,Wild isolate,7.27039187893719
140437,seg_44D,gene_5811,Lab strain,7.27039187893719
140438,seg_44D,gene_5824,Lab strain,7.27039187893719
140439,seg_44D,gene_5837,Lab strain,7.27039187893719
140440,seg_44D,gene_5851,Lab strain,7.27039187893719
140441,seg_44D,gene_5864,Lab strain,7.27039187893719
140442,seg_44D,gene_5877,Lab strain,7.27039187893719
140443,seg_44D,gene_5891,Lab strain,7.27039187893719
140444,seg_44D,gene_5904,Lab strain,7.27039187893719
140445,seg_44D,gene_5917,Lab strain,7.27039187893719
140446,seg_44D,gene_5931,Lab strain,7.27039187893719
140447,seg_44D,gene_5944,Lab strain,7.27039187893719
140448,seg_44D,gene_5957,Lab strain,7.27039187893719
140449,seg_44D,gene_5971,Lab strain,7.27039187893719
140450,seg_44D,gene_5984,Lab strain,7.27039187893719
140451,seg_44D,gene_5997,Lab strain,7.27039187893719
140452,seg_44D,gene_6011,Lab strain,7.27039187893719
140453,seg_44D,gene_6024,Lab strain,7.27039187893719
140454,seg_44D,gene_6037,Lab strain,7.27039187893719
140455,seg_44D,gene_6051,Lab strain,7.27039187893719
140456,seg_44D,gene_6064,Lab strain,7.27039187893719
140457,seg_44D,gene_6077,Lab strain,7.27039187893719
140458,seg_44D,gene_6091,Lab strain,7.27039187893719
140459,seg_44D,gene_6104,Lab strain,7.27039187893719
140460,seg_44D,gene_6117,Lab strain,7.27039187893719
140461,seg_44D,gene_6131,Lab strain,7.27039187893719
140462,seg_44D,gene_6144,Lab strain,7.27039187893719
140463,seg_44D,gene_6157,Lab strain,7.27039187893719
140464,seg_44D,gene_6171,Lab strain,7.27039187893719
140465,seg_44D,gene_6184,Lab strain,7.27039187893719
140466,seg_44D,gene_6197,Lab strain,7.27039187893719
140467,seg_44D,gene_6211,Lab strain,7.27039187893719
140468,seg_44D,gene_6224,Lab strain,7.27039187893719
140469,seg_44D,gene_6237,Lab strain,7.27039187893719
140470,seg_44D,gene_6251,Lab strain,7.27039187893719
140471,seg_44D,gene_6264,Lab strain,7.27039187893719
140472,seg_44D,gene_6277,Lab strain,7.27039187893719
140473,seg_44D,gene_6291,Lab strain,7.27039187893719
140474,seg_44D,gene_6304,Lab strain,7.27039187893719
140475,seg_44D,gene_6317,Lab strain,7.27039187893719
140476,seg_44D,gene_6331,Lab strain,7.27039187893719
140477,seg_44D,gene_6344,Lab strain,7.27039187893719
140478,seg_44D,gene_6357,Lab strain,7.27039187893719
140479,seg_44D,gene_6370,Lab strain,7.27039187893719
140480,seg_44D,gene_6384,Lab strain,7.27039187893719
140481,seg_44D,gene_6397,Lab strain,7.27039187893719
140482,seg_44D,gene_6410,Lab strain,7.27039187893719
140483,seg_44D,gene_6424,Lab strain,7.27039187893719
140484,seg_44D,gene_6437,Lab strain,7.27039187893719
140485,seg_44D,gene_6450,Lab strain,7.27039187893719
140486,seg_44D,gene_6464,Lab strain,7.27039187893719
140487,seg_44D,gene_6477,Lab strain,7.27039187893719
140488,seg_44D,gene_6490,Lab strain,7.27039187893719
140489,seg_44D,gene_6504,Lab strain,7.27039187893719
140490,seg_44D,gene_6517,Lab strain,7.27039187893719
140491,seg_44D,gene_6530,Lab strain,7.27039187893719
140492,seg_44D,gene_6544,Lab strain,7.27039187893719
140493,seg_44D,gene_6557,Lab strain,7.27039187893719
140494,seg_44D,gene_6570,Lab strain,7.27039187893719
140495,seg_44D,gene_6584,Lab strain,7.27039187893719
140496,seg_44D,gene_6597,Lab strain,7.27039187893719
140497,seg_44D,gene_6610,Lab strain,7.27039187893719
140498,seg_44D,gene_6624,Wild isolate,7.27039187893719
140499,seg_44D,gene_6637,Wild isolate,7.27039187893719
140500,seg_44D,gene_6650,Wild isolate,7.27039187893719
140501,seg_44D,gene_6664,Wild isolate,7.27039187893719
140502,seg_44D,gene_6677,Wild isolate,7.27039187893719
140503,seg_44D,gene_6690,Wild isolate,7.27039187893719
140504,seg_44D,gene_6704,Wild isolate,7.27039187893719
140505,seg_44D,gene_6717,Wild isolate,7.27039187893719
140506,seg_44D,gene_6730,Wild isolate,7.27039187893719
140507,seg_44D,gene_6744,Wild isolate,7.27039187893719
140508,seg_44D,gene_6757,Wild isolate,7.27039187893719
140509,seg_44D,gene_6770,Wild isolate,7.27039187893719
140510,seg_44D,gene_6784,Wild isolate,7.27039187893719
140511,seg_44D,gene_6797,Wild isolate,7.27039187893719
140512,seg_44D,gene_6810,Wild isolate,7.27039187893719
140513,seg_44D,gene_6824,Wild isolate,7.27039187893719
140514,seg_44D,gene_6837,Wild isolate,7.27039187893719
140515,seg_44D,gene_6850,Wild isolate,7.27039187893719
140516,seg_44D,gene_6864,Wild isolate,7.27039187893719
140517,seg_44D,gene_6877,Wild isolate,7.27039187893719
140518,seg_44D,gene_6890,Wild isolate,7.27039187893719
140519,seg_44D,gene_6904,Wild isolate,7.27039187893719
140520,seg_44D,gene_6917,Wild isolate,7.27039187893719
140521,seg_44D,gene_6930,Wild isolate,7.27039187893719
140522,seg_44D,gene_6944,Wild isolate,7.27039187893719
140523,seg_44D,gene_6957,Wild isolate,7.27039187893719
140524,seg_44D,gene_6970,Wild isolate,7.27039187893719
140525,seg_44D,gene_6983,Wild isolate,7.27039187893719
140526,seg_44D,gene_6997,Wild isolate,7.27039187893719
140527,seg_44D,gene_7010,Wild isolate,7.27039187893719
140528,seg_44D,gene_7023,Wild isolate,7.27039187893719
140529,seg_44D,gene_7037,Lab strain,7.27039187893719
140530,seg_44D,gene_7050,Lab strain,7.27039187893719
140531,seg_44D,gene_7063,Lab strain,7.27039187893719
140532,seg_44D,gene_7077,Lab strain,7.27039187893719
140533,seg_44D,gene_7090,Wild isolate,7.27039187893719
140534,seg_44D,gene_7103,Wild isolate,7.27039187893719
140535,seg_44D,gene_7117,Wild isolate,7.27039187893719
140536,seg_44D,gene_7130,Wild isolate,7.27039187893719
140537,seg_44D,gene_7143,Wild isolate,7.27039187893719
140538,seg_44D,gene_7157,Wild isolate,7.27039187893719
140539,seg_44D,gene_7170,Lab strain,7.27039187893719
140540,seg_44D,gene_7183,Lab strain,7.27039187893719
140541,seg_44D,gene_7197,Lab strain,7.27039187893719
140542,seg_44D,gene_7210,Lab strain,7.27039187893719
140543,seg_44D,gene_7223,Lab strain,7.27039187893719
140544,seg_44D,gene_7237,Lab strain,7.27039187893719
140545,seg_44D,gene_7250,Lab strain,7.27039187893719
140546,seg_44D,gene_7263,Lab strain,7.27039187893719
140547,seg_44D,gene_7277,Lab strain,7.27039187893719
140548,seg_44D,gene_7290,Lab strain,7.27039187893719
140549,seg_44D,gene_7303,Lab strain,7.27039187893719
140550,seg_44D,gene_7317,Lab strain,7.27039187893719
140551,seg_44D,gene_7330,Lab strain,7.27039187893719
140552,seg_44D,gene_7343,Lab strain,7.27039187893719
140553,seg_44D,gene_7357,Lab strain,7.27039187893719
140554,seg_44D,gene_7370,Lab strain,7.27039187893719
140555,seg_44D,gene_7383,Lab strain,7.27039187893719
140556,seg_44D,gene_7397,Lab strain,7.27039187893719
140557,seg_44D,gene_7410,Lab strain,7.27039187893719
140558,seg_44D,gene_7423,Wild isolate,7.27039187893719
140559,seg_44D,gene_7437,Wild isolate,7.27039187893719
140560,seg_44D,gene_7450,Wild isolate,7.27039187893719
140561,seg_44D,gene_7463,Wild isolate,7.27039187893719
140562,seg_44D,gene_7477,Wild isolate,7.27039187893719
140563,seg_44D,gene_7490,Wild isolate,7.27039187893719
140564,seg_44D,gene_7503,Wild isolate,7.27039187893719
140565,seg_44D,gene_7517,Wild isolate,7.27039187893719
140566,seg_44D,gene_7530,Wild isolate,7.27039187893719
140567,seg_44D,gene_7543,Wild isolate,7.27039187893719
140568,seg_44D,gene_7557,Wild isolate,7.27039187893719
140569,seg_44D,gene_7570,Wild isolate,7.27039187893719
140570,seg_44D,gene_7583,Wild isolate,7.27039187893719
140571,seg_44D,gene_7597,Wild isolate,7.27039187893719
140572,seg_44D,gene_7610,Wild isolate,7.27039187893719
140573,seg_44D,gene_7623,Wild isolate,7.27039187893719
140574,seg_44D,gene_7636,Wild isolate,7.27039187893719
140575,seg_44D,gene_7650,Wild isolate,7.27039187893719
140576,seg_44D,gene_7663,Wild isolate,7.27039187893719
140577,seg_44D,gene_7676,Wild isolate,7.27039187893719
140578,seg_44D,gene_7690,Wild isolate,7.27039187893719
140579,seg_44D,gene_7703,Wild isolate,7.27039187893719
140580,seg_44D,gene_7716,Wild isolate,7.27039187893719
140581,seg_44D,gene_7730,Wild isolate,7.27039187893719
140582,seg_44D,gene_7743,Wild isolate,7.27039187893719
140583,seg_44D,gene_7756,Wild isolate,7.27039187893719
140584,seg_44D,gene_7770,Wild isolate,7.27039187893719
140585,seg_44D,gene_7783,Wild isolate,7.27039187893719
140586,seg_44D,gene_7796,Lab strain,7.27039187893719
140587,seg_44D,gene_7810,Lab strain,7.27039187893719
140588,seg_44D,gene_7823,Lab strain,7.27039187893719
140589,seg_44D,gene_7836,Lab strain,7.27039187893719
140590,seg_44D,gene_7850,Lab strain,7.27039187893719
140591,seg_44D,gene_7863,Lab strain,7.27039187893719
140592,seg_44D,gene_7876,Lab strain,7.27039187893719
140593,seg_44D,gene_7890,Lab strain,7.27039187893719
140594,seg_44D,gene_7903,Lab strain,7.27039187893719
140595,seg_44D,gene_7916,Lab strain,7.27039187893719
140596,seg_44D,gene_7930,Lab strain,7.27039187893719
140597,seg_44D,gene_7943,Lab strain,7.27039187893719
140598,seg_44D,gene_7956,Wild isolate,7.27039187893719
140599,seg_44D,gene_7970,Lab strain,7.27039187893719
140600,seg_44D,gene_7983,Lab strain,7.27039187893719
140601,seg_44D,gene_7996,Lab strain,7.27039187893719
140602,seg_44D,gene_8010,Lab strain,7.27039187893719
140603,seg_44D,gene_8023,Lab strain,7.27039187893719
140604,seg_44D,gene_8036,Lab strain,7.27039187893719
140605,seg_44D,gene_8050,Lab strain,7.27039187893719
140606,seg_44D,gene_8063,Lab strain,7.27039187893719
140607,seg_44D,gene_8076,Lab strain,7.27039187893719
140608,seg_44D,gene_8090,Lab strain,7.27039187893719
140609,seg_44D,gene_8103,Lab strain,7.27039187893719
140610,seg_44D,gene_8116,Lab strain,7.27039187893719
140611,seg_44D,gene_8130,Lab strain,7.27039187893719
140612,seg_44D,gene_8143,Lab strain,7.27039187893719
140613,seg_44D,gene_8156,Lab strain,7.27039187893719
140614,seg_44D,gene_8170,Lab strain,7.27039187893719
140615,seg_44D,gene_8183,Lab strain,7.27039187893719
140616,seg_44D,gene_8196,Lab strain,7.27039187893719
140617,seg_44D,gene_8210,Lab strain,7.27039187893719
140618,seg_44D,gene_8223,Lab strain,7.27039187893719
140619,seg_44D,gene_8236,Lab strain,7.27039187893719
140620,seg_44D,gene_8249,Lab strain,7.27039187893719
140621,seg_44D,gene_8263,Lab strain,7.27039187893719
140622,seg_44D,gene_8276,Lab strain,7.27039187893719
140623,seg_44D,gene_8289,Lab strain,7.27039187893719
140624,seg_44D,gene_8303,Lab strain,7.27039187893719
140625,seg_44D,gene_8316,Lab strain,7.27039187893719
140626,seg_44D,gene_8329,Lab strain,7.27039187893719
140627,seg_44D,gene_8343,Lab strain,7.27039187893719
140628,seg_44D,gene_8356,Wild isolate,7.27039187893719
140629,seg_44D,gene_8369,Wild isolate,7.27039187893719
140630,seg_44D,gene_8383,Wild isolate,7.27039187893719
140631,seg_44D,gene_8396,Wild isolate,7.27039187893719
140632,seg_44D,gene_8409,Wild isolate,7.27039187893719
140633,seg_44D,gene_8423,Wild isolate,7.27039187893719
140634,seg_44D,gene_8436,Wild isolate,7.27039187893719
140635,seg_44D,gene_8449,Wild isolate,7.27039187893719
140636,seg_44D,gene_8463,Lab strain,7.27039187893719
140637,seg_44D,gene_8476,Lab strain,7.27039187893719
140638,seg_44D,gene_8489,Lab strain,7.27039187893719
140639,seg_44D,gene_8503,Lab strain,7.27039187893719
140640,seg_44D,gene_8516,Lab strain,7.27039187893719
140641,seg_44D,gene_8529,Lab strain,7.27039187893719
140642,seg_44D,gene_8543,Lab strain,7.27039187893719
